;text;klasifikasi
509;menurutku aplikasinya bagus yg hitam yng lama itu gak berat seperti aplikasi yg merah baru ini sangat berat sekali proses terus dan tidak banyak pilihan menu;Negatif
510;percuma ada jiwa poin tapi tidak bisa di pake;Negatif
511;kok outlet yg di kota yg bersangkutan tidak terdeteksi;Negatif
512;maaf bru bisa kasih rating kecil krna masih banyak kekurangan di aplikasi ini pelayanan untuk pengguna aplikasi ini masih terlalu lama normalnya jika pelanggan sudah memesan melunasi pembayaran outlet harus sudah langsung memproses pesanan tsb tp trnyata tidak berlaku demikian pesanan baru diproses jika pelanggan dtg ke outlet untuk mengambil pesanan jiwa point yg sudah terkumpul sampai saat ini masih tidak bisa digunakan tlg poin ini diperbaiki y ;Negatif
513;padahal udh ada d history mau order aja susah bener ga kaya aplikasi lama yg cepat tempat pick up menteng huis gabisa di ganti di cari juga tidak bisa lah saya order dr janjiw smb masa mau ambil ke menteng ampe uninstall x masi aja tidak beres;Negatif
514;aku order dibatalkan terus;Negatif
515;ini kenapa tidak bisa dipakai apps ini setelah update per tgl februari apps masih error beberapa lokasi outlet yg awalnya banyak di sekitar karawaci tiba banyak yg hilang tolong bug lokasi atau maps diperbaiki thx ;Negatif
516;gak jelas gak bisa bayar;Negatif
517;error mulu;Negatif
518;diskon menipu ;Negatif
519;sudah bisa mengerti hanya saja point kmrin yg dah didapat dimisi gak bisa dipakai lagi kaya jumlah pembelian diganti exp yg didapat kan dari awal lg jdnya ;Negatif
520;mantap semoga semakin sukses;Positif
521;bener gak suka aplikasi yg skarng msa iya gak ke kedata lokasi yg paling dekat mlah lokasi jauh yg ke kedata janji jiwa kandangan tanjung gak ke kedata di aplikasi yg baru lebih suka aplikasi yg lama kembalikan aplikasi yg lama adminnnn;Negatif
522;gajelas masa voucher diskonount kode referal nya ga di pengembalian dana sih gara gara dibatalin sama janji jiwanya sendiri aneh kalo gtu harus ajak orang lagi dong biar dpt discount licik banget strategi nya;Negatif
523;bagus banget;Positif
524;sistemnya ribet sudah pesan tidak bisa di batalin harga mahal pelayanan murahan;Negatif
525;pesan lewat aplikasi ini kagak bisa beres x pesan gerai yg berbeda di cancel semua;Negatif
526;pesanan dibatalkan mulu;Negatif
527;aplikasi eror saat order di vasanta inopark;Negatif
528;aplikasi yg ribet bayar aja susah;Negatif
529;lambat bukan jaringan tapi emang app ny;Negatif
530;wah kacau banget ini aplikasi aku tidak bisa chekout grgr di menu ringkasan pembayaran loading trs gk muncul harganya sempet laporan ke admin janjiw di wa hari senin dan katanya perbaikan sistem mohon tunggu x jam dan skrg hari kamis masih dalam masalah yg sama gua chat lagi cs dan ternyata masih tidak solutif karna masih perbaikan come on udah x jam ini niat gk sih dev jiwa plus ini kalo gk niat ya gak usah bikin aplikasi lah kecewa banget ;Negatif
531;tidak bisa tukar point payah;Negatif
532;jiwa point tidak bisa dipakai kenapa ya selalu waktu mau bayar tulisannya jiwa point sedang tidak bisa dipakai dari dulu sampe skrg loh;Negatif
533;kenapa habis di update tanggal februari jadi tidak bisa muncul menunya;Negatif
534;aplikasinya kurang pilihan outlet di samarinda pensive ;Negatif
535;orderan gak masuk di outlet;Negatif
536;gak bisa order sama sekali karna tiap order gak pernah masuk ke laman pembayarannya jadi orderan gak bisa di bayar ;Negatif
537;pesan delivery hampir jam ga sampe katanya tidak ada driver yg ngambil malah disuruh ambil sendiri pas mau cancel dipersulit baru nyoba pertama dah bikin kapok;Negatif
538;ngaco banget padahal location biasanya langsung kekedata tapi ini malah ke yang jauh pas udah dibenerin ntar melenceng sendiri beberapa kali pesan di outlet yang jauh jauh jadi buang duit tidak ada fitur cancel lagi;Negatif
539;sering adain promo di jiwa nya yah ka mantap poko nya janji jiwa mantap;Positif
540;orderan saya di cancel resto tapi dana ga di balikin aneh;Negatif
541;kurang meyakinkan aplikasinya btw ini kode referal kalau mau diskon dan potongan di janji jiwa arebbe;Negatif
542;jelek banget yakkkk promo belum di ambil udah hilang;Negatif
543;first pake ngebug pesanan saya tdk masuk karena pembayaran tidak masuk juga agak kecewa sih;Negatif
544;jiwa pointnya gabisa digunakan terus gimana sih ;Negatif
545;aplikasi tidak sesuai ekspektasi harusnya disaat pembeli melakukan transaksi itu alamat pengambilan di sesuaikan dong dengan si pembeli;Negatif
